means,std
201.08602491821011,79.68684024158631
201.0264056402147,79.72060228136276
0.05824778119101916,0.188176444655986
0.43789272001852736,0.6560501592412
0.5254022610906163,0.7553086440795176
-0.37364931437915466,0.6948947309771434
-0.12559016507446696,0.27445425381161337
17.879850580886522,13.886456679079076
9.831773910626486,9.464525637500953
45.04205370524094,34.93297792777174
17.33042921372793,22.217865713468623
-0.12559016507446696,0.27445425381161337
-0.07268265434612049,0.3020025907552039
0.113547736402563,0.5184851895604811
0.30947165955331435,0.6755363906037106
0.10489738258976197,0.5349976834227557
190.44824843975684,72.4893743051991
190.3415971334703,72.56505335085473
0.03568316754001922,0.11029697544823347
0.31627149572809904,0.3106161043992317
-0.03760873538438982,0.39430886693124895
-0.559667583844803,0.46198847193959575
-0.1961848016561841,0.24886777879834718
8.756359709506818,8.746976571075727
7.887940220611079,6.4757583125794165
26.989121937409255,14.077750955931634
10.34482200729137,6.610569622956286
-0.1961848016561841,0.24886777879834718
-0.20087611815110826,0.26240581640286276
-0.20364116566582088,0.3492910474077892
-0.21503405259060748,0.43178803660139753
-0.3453620932544403,0.42336123572713746
